date,borough,location,event_type,category,attendance,audience,classification,time
2020-09-02,Staten Island,Ocean Breeze Park,Open House,Fitness,16.0,General Public,Summer 2020,13:45:00
2020-09-02,Queens,Queensbridge Park,Community Based Event,Nature,8.0,General Public,Summer 2020,19:30:00
2020-09-02,Bronx,Williamsbridge Oval Park,Community Based Event,Fitness,25.0,"Children, Tot",Summer 2020,19:30:00
2020-09-03,Staten Island,Stapleton Playground,Community Based Event,Fitness,3.0,"Tot, Children, Teens",Summer 2020,20:00:00
2020-09-03,Bronx,St. James Recreation Center,Community Based Event,Fitness,17.0,Adults;#Young Adult;#Seniors,Summer 2020,07:00:00
2020-09-03,Staten Island,De Matti Playground,Community Based Event,Fitness,2.0,"Tot, Children, Teens",Summer 2020,19:00:00
2020-09-03,Queens,Beach 17th Street,Community Based Event,Fitness,14.0,Children;#Young Adult;#General Public,Summer 2020,11:00:00
2020-09-03,Staten Island,De Matti Playground,Community Based Event,Fitness,3.0,"Tot, Children, Teens",Summer 2020,20:00:00
2020-09-03,Queens,Corona Golf Playground,Community Based Event,KIM,14.0,"Tot, Children, General Public",Summer 2020,15:00:00
2020-09-03,Bronx,Williamsbridge Oval Park,Community Based Event,Sport,6.0,Seniors,Summer 2020,10:00:00
2020-09-03,Bronx,St. James Recreation Center,Community Based Event,Sport,13.0,Tot;#Children,Summer 2020,10:00:00
2020-09-03,Queens,Beach 17th Street,Community Based Event,Fitness,16.0,Young Adult;#Adults;#General Public,Summer 2020,11:00:00
2020-09-03,Bronx,Claremont Park Playground,Community Based Event,Arts/Culture,30.0,"Tot, Children",AC&F,16:00:00
2020-09-03,Bronx,St. James Recreation Center,Open House,Fitness,8.0,Young Adult;#Adults;#Seniors,Summer 2020,08:45:00
2020-09-03,Queens,Detective Keith L Williams Park,Community Based Event,Sport,4.0,Tot;#Children;#General Public,Summer 2020,11:00:00
2020-09-03,Bronx,Williamsbridge Oval Park,Community Based Event,Sport,7.0,Children,Summer 2020,15:30:00
2020-09-03,Brooklyn,McKinley Park,Local Event,Fitness,6.0,"Young Adult, Adults",Summer 2020,17:00:00
2020-09-03,Staten Island,Freshkills Park,Open House,Fitness,0.0,Seniors,Summer 2020,12:00:00
2020-09-03,Brooklyn,McKinley Park,Local Event,Fitness,4.0,"Young Adult, Adults",Summer 2020,14:00:00
2020-09-03,Staten Island,Ocean Breeze Park,Open House,Family Festival,0.0,General Public,Summer 2020,14:00:00
2020-09-03,Staten Island,Ocean Breeze Park,Open House,Family Festival,13.0,General Public,Summer 2020,00:00:00
2020-09-03,Staten Island,Ocean Breeze Park,Open House,Sport,0.0,General Public,Summer 2020,12:00:00
2020-09-03,Queens,Queensbridge Park,Community Based Event,KIM,19.0,Tot;#Children;#General Public,Summer 2020,11:00:00
2020-09-03,Staten Island,De Matti Playground,Community Based Event,Fitness,3.0,"Tot, Children, Teens",Summer 2020,15:00:00
2020-09-03,Staten Island,Stapleton Playground,Community Based Event,Fitness,5.0,"Tot, Children, Teens",Summer 2020,19:00:00
2020-09-03,Bronx,Williamsbridge Oval Park,Community Based Event,Fitness,0.0,Adults;#Seniors,Summer 2020,10:00:00
2020-09-03,Staten Island,De Matti Playground,Community Based Event,Arts/Culture,6.0,"Tot, Children, Teens",Summer 2020,18:00:00
2020-09-03,Queens,Beach 17th Street,Community Based Event,Fitness,14.0,"Children, Young Adult, General Public",Summer 2020,15:00:00
2020-09-03,Staten Island,De Matti Playground,Community Based Event,Fitness,3.0,Tot;#Children;#Teens,Summer 2020,11:00:00
2020-09-03,Staten Island,De Matti Playground,Community Based Event,Fitness,3.0,Tot;#Children;#Teens,Summer 2020,16:00:00
2020-09-03,Staten Island,De Matti Playground,Community Based Event,Fitness,2.0,Tot;#Children;#Teens,Summer 2020,15:00:00
2020-09-03,Staten Island,Stapleton Playground,Community Based Event,Fitness,3.0,Tot;#Children;#Teens,Summer 2020,16:00:00
2020-09-03,Staten Island,Stapleton Playground,Community Based Event,Fitness,5.0,Tot;#Children;#Teens,Summer 2020,15:00:00
2020-09-03,Staten Island,De Matti Playground,Community Based Event,Fitness,2.0,Tot;#Children;#Teens,Summer 2020,12:00:00
2020-09-03,Staten Island,De Matti Playground,Community Based Event,Arts/Culture,6.0,Tot;#Children;#Teens,Summer 2020,14:00:00
2020-09-03,Staten Island,Stapleton Playground,Community Based Event,Fitness,7.0,Tot;#Children;#Teens,Summer 2020,12:00:00
2020-09-03,Staten Island,Stapleton Playground,Community Based Event,Arts/Culture,2.0,Tot;#Children;#Teens,Summer 2020,14:00:00
2020-09-03,Staten Island,Stapleton Playground,Community Based Event,Arts/Culture,6.0,Tot;#Children;#Teens,Summer 2020,11:00:00
2020-09-03,Bronx,Metcalf Playground,Agency Produced Event,Nature,16.0,Children,Summer 2020,15:10:00
2020-09-03,Brooklyn,Linden Park,Community Based Event,Sport,17.0,Children;#Teens,Summer 2020,10:00:00
2020-09-03,Queens,Cunningham Park,Community Based Event,Nature,5.0,General Public,Summer 2020,18:15:00
2020-09-03,Queens,Detective Keith L Williams Park,Community Based Event,Sport,4.0,"Tot, Children, General Public",Summer 2020,15:00:00
2020-09-03,Staten Island,De Matti Playground,Community Based Event,Fitness,2.0,"Tot, Children, Teens",Summer 2020,16:00:00
2020-09-03,Staten Island,Ocean Breeze Park,Open House,Family Festival,0.0,General Public,Summer 2020,18:00:00
2020-09-03,Queens,Beach 17th Street,Community Based Event,Fitness,16.0,"Young Adult, Adults, General Public",Summer 2020,15:00:00
2020-09-03,Bronx,St. James Recreation Center,Open House,Fitness,8.0,"Young Adult, Adults, Seniors",Summer 2020,12:45:00
2020-09-03,Queens,Elmhurst Park,Community Based Event,Nature,10.0,General Public,Summer 2020,15:00:00
2020-09-03,Bronx,Williamsbridge Oval Park,Community Based Event,Sport,6.0,Seniors,Summer 2020,14:00:00
2020-09-03,Manhattan,James J Walker Park,Local Event,Fitness,9.0,Adults,Summer 2020,12:30:00
2020-09-03,Bronx,Williamsbridge Oval Park,Community Based Event,Sport,7.0,Children,Summer 2020,19:30:00
2020-09-03,Queens,Elmhurst Park,Community Based Event,Nature,10.0,General Public,Summer 2020,11:00:00
2020-09-03,Staten Island,Silver Lake Park,Community Based Event,Nature,7.0,General Public,Summer 2020,14:30:00
2020-09-03,Bronx,Williamsbridge Oval Park,Community Based Event,Fitness,0.0,"Adults, Seniors",Summer 2020,14:00:00
2020-09-03,Brooklyn,Linden Park,Community Based Event,Sport,17.0,"Children, Teens",Summer 2020,14:00:00
2020-09-03,Bronx,St. James Recreation Center,Community Based Event,Fitness,17.0,"Adults, Young Adult, Seniors",Summer 2020,11:00:00
2020-09-03,Staten Island,Ocean Breeze Park,Open House,Sport,0.0,General Public,Summer 2020,16:00:00
2020-09-03,Staten Island,Ocean Breeze Park,Open House,Family Festival,13.0,General Public,Summer 2020,04:00:00
2020-09-03,Staten Island,Tappen Park,Community Based Event,Nature,11.0,General Public,Summer 2020,14:30:00
2020-09-03,Queens,Queensbridge Park,Community Based Event,KIM,19.0,"Tot, Children, General Public",Summer 2020,15:00:00
2020-09-03,Manhattan,James J Walker Park,Local Event,Fitness,9.0,Adults,Summer 2020,08:30:00
2020-09-03,Bronx,St. James Recreation Center,Community Based Event,Sport,13.0,"Tot, Children",Summer 2020,14:00:00
2020-09-03,Bronx,Metcalf Playground,Agency Produced Event,Nature,16.0,Children,Summer 2020,19:10:00
2020-09-03,Manhattan,Inwood Hill Park,Agency Produced Event,Nature,9.0,General Public,Summer 2020,19:00:00
2020-09-03,Queens,Corona Golf Playground,Community Based Event,KIM,14.0,Tot;#Children;#General Public,Summer 2020,11:00:00
2020-09-03,Staten Island,Silver Lake Park,Community Based Event,Nature,7.0,General Public,Summer 2020,10:30:00
2020-09-03,Brooklyn,McKinley Park,Local Event,Fitness,6.0,Young Adult;#Adults,Summer 2020,13:00:00
2020-09-03,Staten Island,Freshkills Park,Open House,Fitness,0.0,Seniors,Summer 2020,08:00:00
2020-09-03,Staten Island,Stapleton Playground,Community Based Event,Arts/Culture,2.0,"Tot, Children, Teens",Summer 2020,18:00:00
2020-09-03,Staten Island,Stapleton Playground,Community Based Event,Fitness,7.0,"Tot, Children, Teens",Summer 2020,16:00:00
2020-09-03,Brooklyn,McKinley Park,Local Event,Fitness,4.0,Young Adult;#Adults,Summer 2020,10:00:00
2020-09-03,Manhattan,Inwood Hill Park,Community Based Event,Nature,20.0,General Public,Summer 2020,14:00:00
2020-09-03,Bronx,Claremont Park Playground,Community Based Event,Arts/Culture,30.0,Tot;#Children,AC&F,12:00:00
2020-09-03,Manhattan,Inwood Hill Park,Community Based Event,Nature,20.0,General Public,Summer 2020,18:00:00
2020-09-03,Manhattan,Inwood Hill Park,Agency Produced Event,Nature,9.0,General Public,Summer 2020,15:00:00
2020-09-03,Staten Island,Tappen Park,Community Based Event,Nature,11.0,General Public,Summer 2020,10:30:00
2020-09-03,Staten Island,Stapleton Playground,Community Based Event,Arts/Culture,6.0,"Tot, Children, Teens",Summer 2020,15:00:00
2020-09-03,Queens,Cunningham Park,Community Based Event,Nature,5.0,General Public,Summer 2020,14:15:00
2020-09-04,Bronx,Crotona Park,Agency Produced Event,Nature,7.0,Children,Summer 2020,15:00:00
2020-09-04,Queens,Peters Field,Community Based Event,Nature,2.0,General Public,Summer 2020,16:45:00
2020-09-04,Brooklyn,Bush Terminal Park,Community Based Event,Arts/Culture,10.0,General Public,Summer 2020,15:00:00
2020-09-04,Staten Island,Silver Lake Park,Community Based Event,Nature,7.0,General Public,Summer 2020,18:00:00
2020-09-04,Manhattan,James J Walker Park,Local Event,Fitness,5.0,Adults,Summer 2020,12:30:00
2020-09-04,Bronx,St. James Recreation Center,Open House,Fitness,7.0,"Young Adult, Adults, Seniors",Summer 2020,11:30:00
2020-09-04,Queens,Rockaway Beach and Boardwalk,Community Based Event,Nature,10.0,General Public,Summer 2020,15:25:00
2020-09-04,Brooklyn,Leif Ericson Park,Local Event,Fitness,34.0,Seniors,Summer 2020,14:00:00
2020-09-04,Manhattan,Gertrude Ederle Recreation Center,Local Event,Fitness,8.0,"Tot, Children",Summer 2020,18:00:00
2020-09-04,Brooklyn,McKinley Park,Local Event,Fitness,7.0,"Young Adult, Adults",Summer 2020,04:00:00
2020-09-04,Staten Island,Jennifer's Playground,Open House,Fitness,13.0,Seniors,Summer 2020,08:00:00
2020-09-04,Bronx,Van Cortlandt Park,Community Based Event,Fitness,4.0,Seniors,Summer 2020,09:00:00
2020-09-04,Staten Island,Ocean Breeze Park,Open House,Fitness,5.0,General Public,Summer 2020,13:45:00
2020-09-04,Brooklyn,Bush Terminal Park,Community Based Event,Arts/Culture,11.0,General Public,Summer 2020,18:00:00
2020-09-04,Bronx,Virtual Poe on Zoom,Agency Produced Event,Arts/Culture,7.0,"Young Adult, Adults",Summer 2020,15:00:00
2020-09-04,Staten Island,Ocean Breeze Park,Open House,Family Festival,9.0,General Public,Summer 2020,12:30:00
2020-09-04,Bronx,Van Cortlandt Park,Community Based Event,Fitness,4.0,Seniors,Summer 2020,13:00:00
2020-09-04,Queens,St. Albans Park,Community Based Event,KIM,8.0,Tot;#Children;#General Public,Summer 2020,11:00:00
2020-09-04,Manhattan,Gertrude Ederle Recreation Center,Local Event,Fitness,8.0,Tot;#Children,Summer 2020,14:00:00
2020-09-04,Bronx,St. James Recreation Center,Open House,Fitness,7.0,Young Adult;#Adults;#Seniors,Summer 2020,07:30:00
2020-09-04,Queens,Beach 17th Street,Community Based Event,Sport,10.0,Tot;#Children;#General Public,Summer 2020,11:00:00
2020-09-04,Manhattan,Riverside Park,Community Based Event,Nature,23.0,General Public,Summer 2020,13:20:00
2020-09-04,Queens,Peters Field,Community Based Event,Nature,2.0,General Public,Summer 2020,12:45:00
2020-09-04,Bronx,Williamsbridge Oval Recreation Center,Local Event,Arts/Culture,0.0,Seniors,Summer 2020,10:00:00
2020-09-04,Brooklyn,Bush Terminal Park,Community Based Event,Arts/Culture,10.0,General Public,Summer 2020,19:00:00
2020-09-04,Queens,Beach 59th St Playground,Community Based Event,Nature,0.0,General Public,Summer 2020,15:00:00
2020-09-04,Staten Island,Ocean Breeze Park,Open House,Fitness,11.0,General Public,Summer 2020,12:30:00
2020-09-04,Bronx,Soundview Park,Agency Produced Event,Arts/Culture,20.0,Children;#Tot,Summer 2020,10:00:00
2020-09-04,Staten Island,Walker Park,Community Based Event,Mobile Unit,18.0,Tot;#Children,Summer 2020,10:00:00
2020-09-04,Manhattan,Inwood Hill Park,Local Event,Nature,17.0,General Public,Summer 2020,10:00:00
2020-09-04,Bronx,Crotona Park,Agency Produced Event,Nature,7.0,Children,Summer 2020,11:00:00
2020-09-04,Queens,Beach 17th Street,Community Based Event,Sport,10.0,"Tot, Children, General Public",Summer 2020,15:00:00
2020-09-04,Manhattan,Riverside Park,Community Based Event,Nature,23.0,General Public,Summer 2020,09:20:00
2020-09-04,Staten Island,Ocean Breeze Park,Open House,Sport,0.0,General Public,Summer 2020,16:00:00
2020-09-04,Queens,St. Albans Park,Community Based Event,KIM,8.0,"Tot, Children, General Public",Summer 2020,15:00:00
2020-09-04,Staten Island,Jennifer's Playground,Open House,Fitness,13.0,Seniors,Summer 2020,12:00:00
2020-09-04,Brooklyn,McKinley Park,Local Event,Fitness,7.0,Young Adult;#Adults,Summer 2020,00:00:00
2020-09-04,Staten Island,Ocean Breeze Park,Open House,Fitness,5.0,General Public,Summer 2020,09:45:00
2020-09-04,Staten Island,Silver Lake Park,Community Based Event,Nature,7.0,General Public,Summer 2020,14:00:00
2020-09-04,Bronx,Williamsbridge Oval Recreation Center,Local Event,Arts/Culture,0.0,Seniors,Summer 2020,14:00:00
2020-09-04,Manhattan,James J Walker Park,Local Event,Fitness,5.0,Adults,Summer 2020,08:30:00
2020-09-04,Staten Island,Ocean Breeze Park,Open House,Fitness,11.0,General Public,Summer 2020,08:30:00
2020-09-04,Staten Island,Ocean Breeze Park,Open House,Sport,0.0,General Public,Summer 2020,12:00:00
2020-09-04,Manhattan,Inwood Hill Park,Local Event,Nature,17.0,General Public,Summer 2020,14:00:00
2020-09-04,Bronx,Virtual Poe on Zoom,Agency Produced Event,Arts/Culture,7.0,Young Adult;#Adults,Summer 2020,11:00:00
2020-09-04,Staten Island,Ocean Breeze Park,Open House,Family Festival,9.0,General Public,Summer 2020,08:30:00
2020-09-04,Queens,Park Of The Americas,Community Based Event,KIM,170.0,Tot;#Children;#General Public,Summer 2020,11:00:00
2020-09-04,Queens,Park Of The Americas,Community Based Event,KIM,170.0,"Tot, Children, General Public",Summer 2020,15:00:00
2020-09-04,Staten Island,Walker Park,Community Based Event,Mobile Unit,18.0,"Tot, Children",Summer 2020,14:00:00
2020-09-04,Queens,Beach 59th St Playground,Community Based Event,Nature,0.0,General Public,Summer 2020,11:00:00
2020-09-04,Queens,Rockaway Beach and Boardwalk,Community Based Event,Nature,10.0,General Public,Summer 2020,11:25:00
2020-09-04,Bronx,Soundview Park,Agency Produced Event,Arts/Culture,20.0,"Children, Tot",Summer 2020,14:00:00
2020-09-04,Brooklyn,Bush Terminal Park,Community Based Event,Arts/Culture,11.0,General Public,Summer 2020,14:00:00
2020-09-04,Brooklyn,Leif Ericson Park,Local Event,Fitness,34.0,Seniors,Summer 2020,10:00:00
2020-09-05,Queens,Detective Keith L Williams Park,Community Based Event,Nature,0.0,General Public,Summer 2020,15:00:00
2020-09-05,Queens,Detective Keith L Williams Park,Community Based Event,Nature,15.0,General Public,Summer 2020,15:20:00
2020-09-05,Staten Island,Ocean Breeze Park,Open House,Family Festival,2.0,General Public,Summer 2020,12:30:00
2020-09-05,Staten Island,Ocean Breeze Park,Open House,Family Festival,2.0,General Public,Summer 2020,08:30:00
2020-09-05,Manhattan,"Harlem Open Streets: 127th street, between Adam Clayton Powell and Fredrick Douglas Blvds",Community Based Event,Nature,27.0,General Public,Summer 2020,15:00:00
2020-09-05,Bronx,St. Mary's Park,Agency Produced Event,Nature,11.0,"Children, Tot",Summer 2020,15:00:00
2020-09-05,Manhattan,Harlem Open Streets West 127th,Community Based Event,Nature,18.0,General Public,Summer 2020,15:30:00
2020-09-05,Manhattan,Central Park,Agency Produced Event,Nature,8.0,General Public,Summer 2020,19:20:00
2020-09-05,Staten Island,Stapleton Playground,Community Based Event,Fitness,6.0,"Tot, Children, Teens",Summer 2020,16:00:00
2020-09-05,Staten Island,Stapleton Playground,Community Based Event,Fitness,3.0,"Tot, Teens, Children",Summer 2020,19:00:00
2020-09-05,Staten Island,Stapleton Playground,Community Based Event,Arts/Culture,4.0,"Tot, Children, Teens",Summer 2020,20:00:00
2020-09-05,Staten Island,Stapleton Playground,Community Based Event,Arts/Culture,4.0,"Tot, Children, Teens",Summer 2020,18:00:00
2020-09-05,Staten Island,Stapleton Playground,Community Based Event,Fitness,5.0,"Tot, Teens, Children",Summer 2020,15:00:00
2020-09-05,Manhattan,James J Walker Park,Local Event,Fitness,9.0,Adults,Summer 2020,12:30:00
2020-09-05,Brooklyn,Calvert Vaux Park,Community Based Event,Nature,3.0,General Public,Summer 2020,18:00:00
2020-09-05,Staten Island,Clove Lakes Park,Community Based Event,Nature,8.0,General Public,Summer 2020,15:00:00
2020-09-05,Brooklyn,Calvert Vaux Park,Community Based Event,Nature,3.0,General Public,Summer 2020,14:00:00
2020-09-05,Staten Island,Stapleton Playground,Community Based Event,Arts/Culture,4.0,Tot;#Children;#Teens,Summer 2020,14:00:00
2020-09-05,Staten Island,Stapleton Playground,Community Based Event,Arts/Culture,4.0,Tot;#Children;#Teens,Summer 2020,16:00:00
2020-09-05,Staten Island,Stapleton Playground,Community Based Event,Fitness,3.0,Tot;#Teens;#Children,Summer 2020,15:00:00
2020-09-05,Manhattan,Harlem Open Streets West 127th,Community Based Event,Nature,18.0,General Public,Summer 2020,11:30:00
2020-09-05,Staten Island,Stapleton Playground,Community Based Event,Fitness,5.0,Tot;#Teens;#Children,Summer 2020,11:00:00
2020-09-05,Manhattan,Central Park,Agency Produced Event,Nature,8.0,General Public,Summer 2020,15:20:00
2020-09-05,Manhattan,James J Walker Park,Local Event,Fitness,9.0,Adults,Summer 2020,08:30:00
2020-09-05,Queens,Kissena Park,Community Based Event,Sport,13.0,"Tot, Children, General Public",Summer 2020,15:00:00
2020-09-05,Staten Island,Stapleton Playground,Community Based Event,Fitness,6.0,Tot;#Children;#Teens,Summer 2020,12:00:00
2020-09-05,Manhattan,"Harlem Open Streets: 127th street, between Adam Clayton Powell and Fredrick Douglas Blvds",Community Based Event,Nature,27.0,General Public,Summer 2020,11:00:00
2020-09-05,Queens,Detective Keith L Williams Park,Community Based Event,Nature,0.0,General Public,Summer 2020,11:00:00
2020-09-05,Queens,Detective Keith L Williams Park,Community Based Event,Nature,15.0,General Public,Summer 2020,11:20:00
2020-09-05,Staten Island,Clove Lakes Park,Community Based Event,Nature,8.0,General Public,Summer 2020,11:00:00
2020-09-05,Bronx,St. Mary's Park,Agency Produced Event,Nature,11.0,Children;#Tot,Summer 2020,11:00:00
2020-09-05,Queens,Kissena Park,Community Based Event,Sport,13.0,Tot;#Children;#General Public,Summer 2020,11:00:00
2020-09-06,Queens,Cunningham Park,Community Based Event,Nature,9.0,General Public,Summer 2020,18:02:00
2020-09-06,Manhattan,Thomas Jefferson Park,Community Based Event,KIM,10.0,"Children, Young Adult, Teens, Tot",Summer 2020,14:00:00
2020-09-06,Manhattan,Morningside Park,Community Based Event,Nature,35.0,General Public,Summer 2020,19:00:00
2020-09-06,Bronx,St. Mary's Park,Community Based Event,Sport,4.0,Children,Summer 2020,14:30:00
2020-09-06,Staten Island,Ocean Breeze Park,Open House,Family Festival,3.0,General Public,Summer 2020,12:30:00
2020-09-06,Bronx,St. Mary's Recreation Center,Community Based Event,Sport,5.0,Children,Summer 2020,17:30:00
2020-09-06,Brooklyn,Marine Park,Community Based Event,Nature,15.0,"Adults, Children",Summer 2020,18:00:00
2020-09-06,Staten Island,Blue Heron Park,Community Based Event,Nature,11.0,General Public,Summer 2020,19:10:00
2020-09-06,Manhattan,St. Nicholas Park,Community Based Event,Nature,12.0,General Public,Summer 2020,16:00:00
2020-09-06,Bronx,Fort Independence Playground,Agency Produced Event,Nature,7.0,General Public;#Children,Summer 2020,14:45:00
2020-09-06,Queens,Kissena Park,Community Based Event,Nature,17.0,"Children, Tot, Young Adult, Adults",Summer 2020,15:00:00
2020-09-06,Staten Island,Clove Lakes Playground,Community Based Event,Nature,15.0,General Public,Summer 2020,11:45:00
2020-09-06,Manhattan,Thomas Jefferson Park,Community Based Event,KIM,10.0,Children;#Young Adult;#Teens;#Tot,Summer 2020,10:00:00
2020-09-06,Queens,Cunningham Park,Community Based Event,Nature,9.0,General Public,Summer 2020,14:02:00
2020-09-06,Staten Island,Ocean Breeze Park,Open House,Family Festival,3.0,General Public,Summer 2020,08:30:00
2020-09-06,Bronx,Fort Independence Playground,Agency Produced Event,Nature,7.0,"General Public, Children",Summer 2020,18:45:00
2020-09-06,Staten Island,Clove Lakes Playground,Community Based Event,Nature,15.0,General Public,Summer 2020,15:45:00
2020-09-06,Bronx,Barretto Point Park,Agency Produced Event,Nature,0.0,General Public,Summer 2020,11:00:00
2020-09-06,Manhattan,Morningside Park,Community Based Event,Nature,35.0,General Public,Summer 2020,15:00:00
2020-09-06,Bronx,St. Mary's Park,Community Based Event,Sport,4.0,Children,Summer 2020,10:30:00
2020-09-06,Brooklyn,Marine Park,Community Based Event,Nature,15.0,Adults;#Children,Summer 2020,14:00:00
2020-09-06,Manhattan,St. Nicholas Park,Community Based Event,Nature,12.0,General Public,Summer 2020,12:00:00
2020-09-06,Staten Island,Blue Heron Park,Community Based Event,Nature,11.0,General Public,Summer 2020,15:10:00
2020-09-06,Bronx,Barretto Point Park,Agency Produced Event,Nature,0.0,General Public,Summer 2020,15:00:00
2020-09-06,Bronx,St. Mary's Recreation Center,Community Based Event,Sport,5.0,Children,Summer 2020,13:30:00
2020-09-06,Queens,Kissena Park,Community Based Event,Nature,17.0,Children;#Tot;#Young Adult;#Adults,Summer 2020,11:00:00
2020-09-07,Staten Island,Willowbrook Park,Community Based Event,Nature,15.0,General Public,Summer 2020,14:10:00
2020-09-07,Queens,St. Albans Park,Community Based Event,Nature,9.0,General Public,Summer 2020,18:10:00
2020-09-07,Staten Island,Ocean Breeze Park,Open House,Family Festival,0.0,General Public,Summer 2020,12:30:00
2020-09-07,Staten Island,Ocean Breeze Park,Open House,Family Festival,0.0,General Public,Summer 2020,08:30:00
2020-09-07,Staten Island,Conference House Park,Community Based Event,Nature,8.0,General Public,Summer 2020,19:30:00
2020-09-07,Queens,St. Albans Park,Community Based Event,Nature,9.0,General Public,Summer 2020,14:10:00
2020-09-07,Bronx,Van Cortlandt Park,Community Based Event,Nature,4.0,"Adults, General Public",Summer 2020,18:00:00
2020-09-07,Manhattan,Tompkins Square Park,Community Based Event,Nature,40.0,General Public,Summer 2020,13:25:00
2020-09-07,Manhattan,Tompkins Square Park,Community Based Event,Nature,40.0,General Public,Summer 2020,17:25:00
2020-09-07,Bronx,Tremont Park,Agency Produced Event,Nature,3.0,"Tot, Children, General Public",Summer 2020,15:00:00
2020-09-07,Queens,Kissena Park,Community Based Event,Nature,14.0,"Tot, Children, Adults",Summer 2020,14:38:00
2020-09-07,Queens,Kissena Park,Community Based Event,Nature,14.0,Tot;#Children;#Adults,Summer 2020,10:38:00
2020-09-07,Bronx,Tremont Park,Agency Produced Event,Nature,3.0,Tot;#Children;#General Public,Summer 2020,11:00:00
2020-09-07,Queens,St. Albans Park,Community Based Event,Nature,9.0,General Public,Summer 2020,13:55:00
2020-09-07,Staten Island,Conference House Park,Community Based Event,Nature,8.0,General Public,Summer 2020,15:30:00
2020-09-07,Bronx,Van Cortlandt Park,Community Based Event,Nature,4.0,Adults;#General Public,Summer 2020,14:00:00
2020-09-07,Queens,St. Albans Park,Community Based Event,Nature,9.0,General Public,Summer 2020,17:55:00
2020-09-07,Staten Island,Willowbrook Park,Community Based Event,Nature,15.0,General Public,Summer 2020,10:10:00
2020-09-08,Staten Island,De Matti Park,Community Based Event,Fitness,3.0,Tot;#Children;#Teens,Summer 2020,16:00:00
2020-09-08,Manhattan,Highbridge Park,Community Based Event,KIM,5.0,Children;#Tot;#Teens,Summer 2020,10:30:00
2020-09-08,Brooklyn,Prospect Park,Community Based Event,Nature,7.0,Adults;#Children,Summer 2020,14:30:00
2020-09-08,Manhattan,Riverside Park,Local Event,Nature,32.0,General Public,Summer 2020,14:20:00
2020-09-08,Bronx,St. Mary's Park,Community Based Event,Sport,2.0,Children,Summer 2020,10:00:00
2020-09-08,Staten Island,Ocean Breeze Park,Open House,Family Festival,18.0,General Public,Summer 2020,08:30:00
2020-09-08,Brooklyn,Prospect Park,Community Based Event,Nature,7.0,"Adults, Children",Summer 2020,18:30:00
2020-09-08,Staten Island,De Matti Park,Community Based Event,Fitness,1.0,Tot;#Children;#Teens,Summer 2020,15:00:00
2020-09-08,Manhattan,Carmansville Park,Community Based Event,KIM,8.0,Children;#Tot;#Teens,Summer 2020,10:30:00
2020-09-08,Staten Island,Clove Lakes Park,Community Based Event,Nature,10.0,General Public,Summer 2020,14:45:00
2020-09-08,Staten Island,De Matti Park,Community Based Event,Arts/Culture,2.0,Tot;#Children;#Teens,Summer 2020,11:00:00
2020-09-08,Queens,Van Alst Playground,Community Based Event,Nature,10.0,"Tot, Children, Adults",Summer 2020,14:18:00
2020-09-08,Staten Island,Ocean Breeze Park,Open House,Sport,0.0,General Public,Summer 2020,12:00:00
2020-09-08,Staten Island,De Matti Park,Community Based Event,Fitness,5.0,Tot;#Children;#Teens,Summer 2020,14:00:00
2020-09-08,Staten Island,De Matti Park,Community Based Event,Fitness,4.0,Tot;#Children;#Teens,Summer 2020,12:00:00
2020-09-08,Bronx,Van Cortlandt Park,Community Based Event,Nature,12.0,Children;#General Public,Summer 2020,16:20:00
2020-09-08,Bronx,Williamsbridge Oval Park,Community Based Event,Sport,6.0,Seniors,Summer 2020,14:00:00
2020-09-08,Staten Island,Ocean Breeze Park,Open House,Family Festival,0.0,General Public,Summer 2020,14:00:00
2020-09-08,Staten Island,De Matti Park,Community Based Event,Fitness,4.0,"Tot, Children, Teens",Summer 2020,16:00:00
2020-09-08,Bronx,Williamsbridge Oval Recreation Center,Community Based Event,Arts/Culture,2.0,"Tot, Children",,14:00:00
2020-09-08,Staten Island,De Matti Park,Community Based Event,Fitness,3.0,"Tot, Children, Teens",Summer 2020,20:00:00
2020-09-08,Bronx,Williamsbridge Oval Park,Community Based Event,Fitness,7.0,Adults;#Seniors,Summer 2020,09:00:00
2020-09-08,Manhattan,Central Park,Community Based Event,Nature,8.0,General Public,Summer 2020,08:35:00
2020-09-08,Brooklyn,Saratoga Park,Community Based Event,Nature,4.0,General Public,Summer 2020,11:00:00
2020-09-08,Brooklyn,Marine Park,Community Based Event,Nature,2.0,General Public,Summer 2020,12:40:00
2020-09-08,Bronx,Mullaly Park,Agency Produced Event,Nature,0.0,General Public,Summer 2020,15:45:00
2020-09-08,Staten Island,De Matti Park,Community Based Event,Fitness,1.0,"Tot, Children, Teens",Summer 2020,19:00:00
2020-09-08,Staten Island,Clove Lakes Park,Community Based Event,Nature,15.0,General Public,Summer 2020,14:00:00
2020-09-08,Staten Island,Clove Lakes Park,Community Based Event,Nature,15.0,General Public,Summer 2020,18:00:00
2020-09-08,Queens,Elmhurst Park,Community Based Event,Nature,8.0,Children;#Adults,Summer 2020,15:20:00
2020-09-08,Staten Island,Clove Lakes Park,Community Based Event,Nature,15.0,General Public,Summer 2020,14:15:00
2020-09-08,Queens,Elmhurst Park,Community Based Event,Nature,17.0,General Public,Summer 2020,15:15:00
