unit,group_name_partner,date_and_time,borough,locationtype,location,event_name,event_type,category,attendance,audience,source,classification
,,2023-08-12T20:00:00.000,Queens,Recreation Center,Roy Wilkins Recreation Center,Saturday Night Lights (Roy Wiklins),,Saturday Night Lights,18.0,,Xplor,
,Ana Torres,2022-06-24T11:30:00.000,Bronx,Recreation Center,Williamsbridge Oval Recreation Center,School Program P.S 280,,Sport,21.0,,Xplor,Volleyball
,Ana Torres,2022-07-22T16:00:00.000,Bronx,Recreation Center,Williamsbridge Oval Recreation Center,Transformation Art,,Arts/Culture,14.0,,Xplor,Lecture/Panel/Talk
,CM Moya,2022-05-27T20:00:00.000,Queens,Park,Park of the Americas,Movies Under The Stars: Encanto [CANCELLED],,Mobile Unit,0.0,,Xplor,M.U.T.S
,,2023-07-25T11:00:00.000,Bronx,Recreation Center,Williamsbridge Oval Recreation Center,National Parks and Recreation,,Arts/Culture,50.0,,Xplor,Dance
,,2023-05-17T09:00:00.000,Bronx,Park,Van Cortlandt Park,Nyc Kids Festival,,Mobile Unit,450.0,,Xplor,Play
,,2023-12-21T13:00:00.000,Bronx,Park,Poe Park Visitor Center,Artist Gallery Group,,Arts/Culture,4.0,,Xplor,Lecture/Panel/Talk
,,2022-08-14T20:30:00.000,Brooklyn,Park,Cadman Plaza Park,Movies Under the Stars: Sonic the Hedgehog 2,,Mobile Unit,89.0,,Xplor,M.U.T.S
,dycd,2024-10-19T23:25:00.000,Brooklyn,Pool,McCarren Park Pool,Mccarren SNL,,Saturday Night Lights,33.0,,Xplor,
,DYCD,2023-07-01T23:30:00.000,Brooklyn,,McCarren Play Center,Saturday Night Lights,,Saturday Night Lights,26.0,,Xplor,
,,2023-03-11T16:00:00.000,Staten Island,Recreation Center,Lyons Recreation Center,SNL,,Saturday Night Lights,8.0,,Xplor,
,,2022-10-18T18:00:00.000,Bronx,Recreation Center,Kwame Ture Recreation Center,afterschool Drop in,,Academics/Out of School Time,17.0,,Xplor,Various Sports
,Bronx Recreation,2022-10-12T10:00:00.000,Bronx,Recreation Center,Williamsbridge Oval Recreation Center,Zumba with GiGi,,Fitness,10.0,,Xplor,Dance
,,2022-06-22T16:20:00.000,Manhattan,Park,St. Nicholas Park,TARGET: St. Louis Vol. 1,,Mobile Unit,215.0,,Xplor,M.U.T.S
,,2023-08-26T11:00:00.000,Bronx,Park,Devoe Park,Playmobile,,Mobile Unit,75.0,,Xplor,Play
,,2022-06-11T19:00:00.000,Bronx,Park,Soundview Park,NYC Mayors Office of Media & Entertainment/Big Band Salsa Music,,Performance,80.0,,Xplor,Music
,,2024-11-16T16:00:00.000,Manhattan,Recreation Center,Alfred E. Smith Recreation Center,Saturday Night Lights,,Sport,30.0,,Xplor,Basketball
,,2022-08-13T20:30:00.000,Staten Island,,Franklin D. Roosevelt Boardwalk and Beach,Movies Under the Stars: Sonic 2,,Mobile Unit,124.0,,Xplor,M.U.T.S
,,2024-09-06T18:00:00.000,Queens,Recreation Center,Roy Wilkins Recreation Center,ACF: Make Your Mark: Creating Fall Themed Artwork using Clay,,Arts/Culture,36.0,,Xplor,AC&F
,,2022-05-06T20:00:00.000,Manhattan,Park,Sara D. Roosevelt Park,Movies Under the Stars: Belfast,,Mobile Unit,,,Xplor,M.U.T.S
,,2023-01-30T21:56:00.000,Bronx,Recreation Center,Kwame Ture Recreation Center,Afterschool Drop in,,Academics/Out of School Time,22.0,,Xplor,Play
,,2023-08-11T22:30:00.000,Queens,Park,Alley Pond Park,MUTS: ALLEY POND PARK,,Mobile Unit,150.0,,Xplor,M.U.T.S
,MOME,2024-06-15T21:00:00.000,Manhattan,Park,St. Nicholas Park,Movies Under the Stars: NYC Public School Film Festival,,Mobile Unit,76.0,,Xplor,M.U.T.S
,,2024-05-04T16:00:00.000,Queens,Recreation Center,Roy Wilkins Recreation Center,Saturday night lights - Roy Wilkins,,Saturday Night Lights,43.0,,Xplor,
,,2023-10-03T16:00:00.000,Staten Island,Park,Walker Park,Flag Football,,Sport,18.0,,Xplor,Flag Football
,,2022-11-25T19:28:00.000,Bronx,Recreation Center,Kwame Ture Recreation Center,Afterschool Drop in,,Academics/Out of School Time,19.0,,Xplor,Various Sports
,CM Ayala,2024-06-21T15:00:00.000,Bronx,Playground,Lozada Playground,Playmobile: Family Day,,Mobile Unit,213.0,,Xplor,Play
,,2023-10-21T09:00:00.000,Bronx,Recreation Center,Kwame Ture Recreation Center,PAL Volleyball Game,,Sport,0.0,,Xplor,Volleyball
,,2024-05-04T11:00:00.000,Manhattan,Recreation Center,Chelsea Recreation Center,Teen Volleyball Tournament,,Sport,20.0,,Xplor,Volleyball
,,2022-10-22T16:00:00.000,Brooklyn,,McCarren Play Center,Saturday Night Lights,,Saturday Night Lights,25.0,,Xplor,
,,2023-05-09T15:30:00.000,Bronx,Park,Bronx Park,Playmobile Pop Up,,Mobile Unit,65.0,,Xplor,Play
,,2022-10-14T15:00:00.000,Bronx,,Bronx Borough Office - Ranaqua,Boats Across The Seas,,Arts/Culture,100.0,,Xplor,AC&F
,,2023-05-13T12:00:00.000,Bronx,Playground,Mazzei Playground,Family Day At Mazzei Playground,,Family Festival,249.0,,Xplor,Music
,DCP,2023-02-25T10:56:00.000,Staten Island,Recreation Center,Faber Park Recreation Center,Saturday Night Lights,,Saturday Night Lights,24.0,,Xplor,
,,2024-06-15T17:26:00.000,Manhattan,Recreation Center,Alfred E. Smith Recreation Center,AL Smith SNL,,Saturday Night Lights,15.0,,Xplor,
,,2023-12-09T16:00:00.000,Brooklyn,Recreation Center,St. John's Recreation Center,Saturday Night Lights,,Saturday Night Lights,122.0,,Xplor,
,,2024-07-09T12:00:00.000,Bronx,Recreation Center,Hunts Point Recreation Center,Hunts Point Flag Football Clinic,,Sport,10.0,,Xplor,Flag Football
,Bronx Couinclil of the Arts,2023-04-20T13:00:00.000,Bronx,Recreation Center,Williamsbridge Oval Recreation Center,Barke Ensemble,,Arts/Culture,27.0,,Xplor,Music
,,2023-03-18T23:30:00.000,Brooklyn,,McCarren Play Center,,,Saturday Night Lights,32.0,,Xplor,
,,2022-12-15T15:00:00.000,Bronx,Recreation Center,Kwame Ture Recreation Center,Afterschool Drop in,,Academics/Out of School Time,12.0,,Xplor,Various Sports
,Day Care Jump for Success,2024-06-14T11:24:00.000,Bronx,Recreation Center,Hunts Point Recreation Center,Jump for Success Step up,,Family Festival,38.0,,Xplor,Music
,None,2023-03-11T16:00:00.000,Bronx,Recreation Center,Hunts Point Recreation Center,SNL,,Saturday Night Lights,32.0,,Xplor,
,DYCD,2023-04-22T04:00:00.000,Brooklyn,,McCarren Play Center,Saturday Night Lights,,Saturday Night Lights,22.0,,Xplor,
,CM Ayala,2023-06-09T20:30:00.000,Bronx,Playground,Saw Mill Playground,MUTS: Turning Red,,Mobile Unit,0.0,,Xplor,M.U.T.S
,,2023-12-02T16:00:00.000,Manhattan,Recreation Center,Hansborough Recreation Center,Hansborough Saturday Night Lights (SNL),,Saturday Night Lights,28.0,,Xplor,
,,2024-08-17T20:05:00.000,Manhattan,Recreation Center,Chelsea Recreation Center,Saturday Night Lights,,Saturday Night Lights,28.0,,Xplor,
,,2022-09-03T18:00:00.000,Manhattan,Park,Marcus Garvey Park,Play Mobile: Marcus Garvey Park,,Mobile Unit,49.0,,Xplor,Play
,,2024-04-06T16:00:00.000,Manhattan,Recreation Center,Chelsea Recreation Center,Saturday Night Lights - Chelsea,,Saturday Night Lights,56.0,,Xplor,
,,2023-05-26T19:30:00.000,Manhattan,Playground,East River Playground,Movies Under the Stars: Minions : The Rise of Gru,,Mobile Unit,60.0,,Xplor,M.U.T.S
,DYCD,2024-02-24T22:49:00.000,Brooklyn,,McCarren Play Center,Saturday Night Lights,,Saturday Night Lights,78.0,,Xplor,
,,2024-09-13T18:00:00.000,Manhattan,Recreation Center,Chelsea Recreation Center,ACF: FITT Create Beautiful Botanicals & Flowers using Watercolors,,Arts/Culture,85.0,,Xplor,Arts & Culture
,CM D. Mealy,2024-06-07T20:15:00.000,Brooklyn,Playground,Brevoort Playground,Movies Under the Stars: Creed III,,Mobile Unit,0.0,,Xplor,M.U.T.S
,,2023-03-25T18:00:00.000,Brooklyn,Recreation Center,Brownsville Recreation Center,Saturday Night Lights,,Saturday Night Lights,24.0,,Xplor,
,,2023-04-22T16:00:00.000,Manhattan,Recreation Center,Alfred E. Smith Recreation Center,Saturday Night Lights at Al Smith,,Saturday Night Lights,30.0,,Xplor,
,,2024-06-29T19:50:00.000,Queens,Recreation Center,Roy Wilkins Recreation Center,Saturday Night Lights - (Roy Wilkins),,Saturday Night Lights,31.0,,Xplor,
,,2023-05-20T16:00:00.000,Staten Island,Recreation Center,Lyons Recreation Center,SNL,,Saturday Night Lights,6.0,,Xplor,
,,2024-08-24T19:50:00.000,Queens,Recreation Center,Roy Wilkins Recreation Center,Saturday Night Lights - (Roy Wilkins),,Saturday Night Lights,37.0,,Xplor,
,DYCD,2024-07-27T19:46:00.000,Staten Island,Recreation Center,Faber Park Recreation Center,Saturday Night Lights,,Saturday Night Lights,9.0,,Xplor,
,Literacy Inc,2022-08-16T10:00:00.000,Bronx,Park,Poe Park Visitor Center,Literacy Inc/Poe Park Visitor Center,,Arts/Culture,30.0,,Xplor,Awards
,,2024-07-17T20:30:00.000,Brooklyn,Park,McCarren Park,Movies Under the Stars: Much Ado About Nothing,,Mobile Unit,0.0,,Xplor,M.U.T.S
,,2023-11-11T16:00:00.000,Queens,Recreation Center,Roy Wilkins Recreation Center,Saturday Night Lights - Roy Wilkins,,Saturday Night Lights,22.0,,Xplor,
,Council Member Macororo,2024-09-21T19:30:00.000,Bronx,Playground,Loreto Playground,MUTS: If,,Mobile Unit,230.0,,Xplor,M.U.T.S
,,2022-07-05T13:00:00.000,Bronx,Recreation Center,St. James Recreation Center,Ball Hockey,,Sport,7.0,,Xplor,Ball Hockey
,CM Borelli,2022-09-30T20:00:00.000,Staten Island,Park,Conference House Park,Movies Under the Stars: Hocus Pocus,,Mobile Unit,247.0,,Xplor,M.U.T.S
,Hunts Point Community Partnership / PAL,2023-03-02T11:00:00.000,Bronx,Recreation Center,Hunts Point Recreation Center,Happy Birthday Dr. Seuss,,Family Festival,93.0,,Xplor,
,Senator Bailey Montefiore Community board 7,2022-04-16T11:00:00.000,Bronx,Recreation Center,Williamsbridge Oval Recreation Center,WBO Spring Egg Hunt,,Family Festival,1300.0,,Xplor,Music
,,2022-07-29T20:30:00.000,Staten Island,Park,Wolfe's Pond Park,Movies Under the Stars: The Secret Life of Dumbledore,,Mobile Unit,25.0,,Xplor,M.U.T.S
,,2024-08-22T18:00:00.000,Queens,,Queens Borough Office -Passerelle Building,Play Mobile: Rochdale Park,,Mobile Unit,10.0,,Xplor,Play
,,2024-04-13T09:00:00.000,Manhattan,Recreation Center,Chelsea Recreation Center,Chelsea Indoor Pickleball Tournament,,Sport,168.0,,Xplor,Pickleball
,DYCD,2024-04-13T22:45:00.000,Brooklyn,,McCarren Play Center,Saturday Night Lights,,Saturday Night Lights,44.0,,Xplor,
,,2024-06-15T14:00:00.000,Manhattan,Recreation Center,Chelsea Recreation Center,Summer Camp Kickoff,,Mobile Unit,42.0,,Xplor,Play
,CM Borelli,2022-09-09T20:00:00.000,Staten Island,Park,Seaside Wildlife Nature Park,Movies Under the Stars: Sonic 2,,Mobile Unit,175.0,,Xplor,M.U.T.S
,,2024-09-07T12:00:00.000,Manhattan,,Sol Lain Plgd,Playmobile Detail,,Mobile Unit,251.0,,Xplor,Play
,,2024-07-18T11:34:00.000,Manhattan,Recreation Center,Chelsea Recreation Center,Play Mobile Event,,Mobile Unit,39.0,,Xplor,Play
,,2023-07-13T06:47:00.000,Bronx,Recreation Center,Hunts Point Recreation Center,Throwback Thursday: Best Dressed Costume Party Celebrating the 90s and 2000s,,Arts/Culture,70.0,,Xplor,Dance
,,2022-05-14T18:00:00.000,Brooklyn,,American Veterans Memorial Pier,Silent Disco,,Arts/Culture,,,Xplor,Dance
,,2024-08-29T12:00:00.000,Manhattan,,Manhattan Borough Office -Arsenal West,Play Mobile Event,,Mobile Unit,10.0,,Xplor,Play
,,2024-05-04T16:00:00.000,Queens,Playground,Astoria Heights Playground,Sports and Fitness Festival,,Sport,160.0,,Xplor,Various Sports
,,2023-04-18T16:00:00.000,Bronx,Recreation Center,Williamsbridge Oval Recreation Center,Hummingbird Effect,,Arts/Culture,24.0,,Xplor,Lecture/Panel/Talk
,,2024-05-18T16:00:00.000,Bronx,Recreation Center,Kwame Ture Recreation Center,Saturday Night Lights,,Saturday Night Lights,25.0,,Xplor,
,,2023-04-29T16:00:00.000,Manhattan,Recreation Center,Chelsea Recreation Center,Saturday Night Lights,,Saturday Night Lights,63.0,,Xplor,
,,2024-08-09T20:30:00.000,Staten Island,Playground,Arrochar Playground,Movies Under the Stars: Wish,,Mobile Unit,0.0,,Xplor,M.U.T.S
,,2023-12-09T18:00:00.000,Brooklyn,Recreation Center,Brownsville Recreation Center,Saturday Night Lights,,Saturday Night Lights,10.0,,Xplor,
,,2024-12-07T18:00:00.000,Manhattan,Recreation Center,Pelham Fritz Recreation Center,Transition to Zone One,,Performance,97.0,,Xplor,Theather
,,2023-01-16T10:00:00.000,Staten Island,,Ocean Breeze Athletic Complex,St. Johns MLK Day Invitational,,Sport,443.0,,Xplor,Track & Field
,Durieux - Bronx Council of The Arts,2022-06-03T18:00:00.000,Bronx,Recreation Center,St. Mary's Recreation Center,ART CULTURE AND FUN -Bronx Council of the Arts,,Arts/Culture,140.0,,Xplor,Music
,,2023-06-03T19:24:00.000,Manhattan,Recreation Center,Highbridge Recreation Center,SNL,,Saturday Night Lights,23.0,,Xplor,
,,2023-08-10T13:00:00.000,Bronx,,Bronx Borough Office - Ranaqua,Bronx Back to School event playmobile,,Family Festival,90.0,,Xplor,Music
,large screen,2023-06-10T21:00:00.000,Staten Island,Park,Wolfe's Pond Park,Movies Under the Stars: Moana,,Mobile Unit,64.0,,Xplor,M.U.T.S
,,2024-08-10T16:00:00.000,Bronx,Recreation Center,Hunts Point Recreation Center,SNL,,Saturday Night Lights,29.0,,Xplor,
,,2024-02-12T17:00:00.000,Staten Island,,Ocean Breeze Athletic Complex,Ocean Breeze South Jersey Track Coaches Association Meet,,Sport,2000.0,,Xplor,Track & Field
,,2023-07-16T13:00:00.000,Bronx,Recreation Center,Williamsbridge Oval Recreation Center,National Parks and Recreation,,Arts/Culture,12.0,,Xplor,Dance
,,2024-06-16T15:00:00.000,Brooklyn,Recreation Center,St. John's Recreation Center,Aquatics Spectator,,Sport,8.0,,Xplor,Aquatics
,,2024-01-20T16:00:00.000,Queens,Recreation Center,Roy Wilkins Recreation Center,Saturday Night Lights - Roy Wilkins,,Saturday Night Lights,63.0,,Xplor,
,,2024-06-22T16:00:00.000,Queens,Recreation Center,Roy Wilkins Recreation Center,Saturday Night Lights - Roy Wilkins,,Saturday Night Lights,2.0,,Xplor,
,,2023-09-28T16:00:00.000,Bronx,Recreation Center,Hunts Point Recreation Center,Flag Football,,Sport,0.0,,Xplor,Flag Football
,,2023-09-23T16:00:00.000,Queens,Recreation Center,Roy Wilkins Recreation Center,Saturday Night Lights - Roy Wilkins,,Saturday Night Lights,14.0,,Xplor,
,NYPD 106th Precinct,2022-08-05T20:00:00.000,Queens,Park,Police Officer Nicholas Demutiis Park,Movies Under The Stars: Encanto,,Mobile Unit,150.0,,Xplor,M.U.T.S
,,2023-04-08T11:00:00.000,Manhattan,Recreation Center,Thomas Jefferson Recreation Center,Easter Super Egg hunt,,Family Festival,200.0,,Xplor,Arts & Culture
,,2024-11-19T17:30:00.000,Bronx,Recreation Center,Kwame Ture Recreation Center,Chicken Distribution with CM Stevens,,Family Festival,280.0,,Xplor,Arts & Culture
,,2023-06-02T16:00:00.000,Manhattan,Park,Carl Schurz Park,Skate Night,,Sport,160.0,,Xplor,Skating
,,2024-05-21T15:00:00.000,Bronx,Park,Poe Park Visitor Center,Artist Gallery Group,,Arts/Culture,8.0,,Xplor,Lecture/Panel/Talk
,,2024-06-08T19:33:00.000,Queens,Recreation Center,Roy Wilkins Recreation Center,Saturday Night Lights - (Roy Wilkins),,Saturday Night Lights,36.0,,Xplor,
,,2024-07-11T12:00:00.000,Bronx,Recreation Center,Hunts Point Recreation Center,Hunts Point Flag Football Clinic,,Sport,30.0,,Xplor,Flag Football
,,2022-12-06T09:02:00.000,Bronx,Recreation Center,Kwame Ture Recreation Center,afterschool Drop in,,Academics/Out of School Time,15.0,,Xplor,Various Sports
,,2024-07-27T16:00:00.000,Queens,Recreation Center,Sorrentino Recreation Center,Saturday Night Lights - Sorrentino,,Saturday Night Lights,20.0,,Xplor,
,,2023-10-14T12:00:00.000,Staten Island,Recreation Center,Lyons Recreation Center,Lyons Saturday Night Lights,,Saturday Night Lights,9.0,,Xplor,
,,2023-10-06T18:00:00.000,Manhattan,Recreation Center,Pelham Fritz Recreation Center,Afro-Brazilian Capoeira Celebration Workshop,,Arts/Culture,40.0,,Xplor,Dance
,,2022-06-18T14:00:00.000,Bronx,Park,Van Cortlandt Park,Learn To Ride,,Sport,50.0,,Xplor,Learn to Ride
,,2023-05-12T17:00:00.000,Manhattan,Recreation Center,Pelham Fritz Recreation Center,ACF: Watercolor,,Arts/Culture,24.0,,Xplor,AC&F
,,2024-06-08T10:00:00.000,Bronx,Park,Haffen Park,NYC Parks Soccer Tournament Week 1,,Sport,125.0,,Xplor,Soccer
,DYCD,2024-02-10T19:44:00.000,Staten Island,Recreation Center,Faber Park Recreation Center,Saturday Night Lights,,Saturday Night Lights,7.0,,Xplor,
,,2024-08-21T11:00:00.000,Bronx,Recreation Center,Williamsbridge Oval Recreation Center,Playmobile: Youth Jamboree,,Mobile Unit,501.0,,Xplor,Play
,,2023-03-04T16:00:00.000,Staten Island,Recreation Center,Lyons Recreation Center,SNL,,Saturday Night Lights,2.0,,Xplor,
,,2022-07-17T18:37:00.000,Manhattan,Park,Central Park,Play Mobile: United Disability Festival,,Mobile Unit,250.0,,Xplor,Play
,,2023-08-09T12:00:00.000,Bronx,Recreation Center,Hunts Point Recreation Center,Art In The Park,,Arts/Culture,18.0,,Xplor,Awards
,,2024-03-09T10:00:00.000,Bronx,Recreation Center,Kwame Ture Recreation Center,Spectators/Parents and Coaches Refs,,Sport,114.0,,Xplor,Basketball
,,2022-09-07T20:00:00.000,Manhattan,Park,Luther Gulick Park,Movies Under The Stars: The Goonies,,Mobile Unit,79.0,,Xplor,M.U.T.S
,Ingrid Tafe,2022-07-20T10:30:00.000,Bronx,Park,Arsenal Central Park,Family Fitness,,Fitness,8.0,,Xplor,Various Sports
,,2024-06-29T12:01:00.000,Staten Island,Recreation Center,Lyons Recreation Center,Lyons Saturday Night Lights,,Saturday Night Lights,10.0,,Xplor,
,,2024-05-01T15:00:00.000,Brooklyn,Park,Arsenal Central Park,Aquatics Spectator,,Sport,22.0,,Xplor,Aquatics
,,2022-08-12T15:46:00.000,Staten Island,Park,Silver Lake Park,Movies Under the Stars: Encanto,,Mobile Unit,87.0,,Xplor,M.U.T.S
,,2024-06-21T12:00:00.000,Manhattan,Park,J. Hood Wright Park,Play Mobile Event,,Mobile Unit,15.0,,Xplor,Play
,,2024-08-17T18:00:00.000,Queens,,Queens Borough Office -Passerelle Building,Play Mobile: Hoyt Playground,,Mobile Unit,30.0,,Xplor,Play
,CM Moya,2022-07-07T20:00:00.000,Queens,Park,Park of the Americas,Movies Under The Stars: Encanto,,Mobile Unit,275.0,,Xplor,M.U.T.S
,,2023-09-05T10:00:00.000,Queens,Park,William F Moore Park,Fitness Mobile: Low Impact Fitness,,Mobile Unit,14.0,,Xplor,Fitness
,,2022-12-17T15:40:00.000,Queens,Recreation Center,Sorrentino Recreation Center,Saturday Night Lights,,Saturday Night Lights,50.0,,Xplor,
,,2023-07-18T20:45:00.000,Manhattan,,East River Waterfront Esplanade,Movies Under the Stars: Top Gun Maverick,,Mobile Unit,17.0,,Xplor,M.U.T.S
,,2023-10-31T15:00:00.000,Brooklyn,,McCarren Play Center,McCarren Halloween Haunted House,,Arts/Culture,205.0,,Xplor,Arts & Culture
,,2022-09-01T12:55:00.000,Manhattan,Playground,Frederick Douglass Playground,Movies Under the Stars: PAW Patrol: The Movie,,Mobile Unit,45.0,,Xplor,M.U.T.S
,Department of Parks and Recreation,2024-08-28T20:00:00.000,Bronx,Playground,Matthews Muliner Playground,MUTS: Elemental,,Mobile Unit,30.0,,Xplor,M.U.T.S
,,2023-10-07T16:00:00.000,Manhattan,Recreation Center,Alfred E. Smith Recreation Center,Saturday Night Lights at Al Smith,,Saturday Night Lights,25.0,,Xplor,
,Bronx Recreation,2022-09-01T14:00:00.000,Bronx,Park,Bronx Park,Playmobile Bronx Park Ease pop-up,,Mobile Unit,55.0,,Xplor,Play
,,2023-09-09T19:00:00.000,Manhattan,Playground,Frederick Johnson Playground,MUTS: 42,,Mobile Unit,15.0,,Xplor,M.U.T.S
,,2024-04-23T14:00:00.000,Manhattan,Recreation Center,Alfred E. Smith Recreation Center,Earth Day Event,,Arts/Culture,87.0,,Xplor,Arts & Culture
,,2023-12-05T10:05:00.000,Bronx,Recreation Center,Hunts Point Recreation Center,Guardian & Me Toddler Program,,Fitness,0.0,,Xplor,Various Sports
,,2023-12-16T12:06:00.000,Staten Island,Recreation Center,Lyons Recreation Center,Lyons Saturday Night Lights,,Saturday Night Lights,7.0,,Xplor,
,,2024-06-01T12:22:00.000,Bronx,,Bronx Borough Office - Ranaqua,Playmobile,,Mobile Unit,50.0,,Xplor,Play
,,2024-07-09T13:30:00.000,Manhattan,Recreation Center,Alfred E. Smith Recreation Center,ACF: Taikoza,,Arts/Culture,57.0,,Xplor,Dance
,,2023-07-28T11:00:00.000,Bronx,Recreation Center,Hunts Point Recreation Center,Frame it Friday,,Arts/Culture,50.0,,Xplor,Lecture/Panel/Talk
,Ana Torres,2022-07-06T10:30:00.000,Bronx,Recreation Center,Williamsbridge Oval Recreation Center,Recycle Art,,Arts/Culture,21.0,,Xplor,Lecture/Panel/Talk
,Ana Torres,2022-06-22T13:30:00.000,Bronx,Park,Williamsbridge Oval Park,WBO and PS 280,,Sport,22.0,,Xplor,Volleyball
,,2024-08-27T12:00:00.000,Queens,Park,William F Moore Park,Fitness Mobile,,Mobile Unit,27.0,,Xplor,Fitness
,,2023-11-18T16:00:00.000,Queens,Recreation Center,Sorrentino Recreation Center,,,Saturday Night Lights,39.0,,Xplor,
,,2024-09-14T16:00:00.000,Brooklyn,Recreation Center,Red Hook Recreation Center,Saturday Night Lights,,Saturday Night Lights,65.0,,Xplor,
,,2024-07-26T14:00:00.000,Brooklyn,Recreation Center,St. John's Recreation Center,Aquatics Spectator,,Sport,7.0,,Xplor,Aquatics
,,2024-06-22T11:00:00.000,Bronx,School,In-School Bronx,Playmobile: Concourse Village,,Mobile Unit,86.0,,Xplor,Play
,,2024-02-24T19:46:00.000,Bronx,Recreation Center,Kwame Ture Recreation Center,Saturday Night Lights,,Saturday Night Lights,72.0,,Xplor,
,,2024-05-28T12:00:00.000,Queens,Park,William F Moore Park,Fitness Mobile,,Mobile Unit,29.0,,Xplor,Fitness
,,2022-06-18T17:44:00.000,Brooklyn,Playground,Winthrop Playground,Movies Under The Stars: Fatherhood,,Mobile Unit,90.0,,Xplor,M.U.T.S
,N/A,2024-06-13T12:27:00.000,Manhattan,Playground,Mathews-Palmer Playground,Movies Under the Stars,,Mobile Unit,89.0,,Xplor,M.U.T.S
,,2023-03-04T13:00:00.000,Bronx,Park,Poe Park Visitor Center,Movie Screening,,Arts/Culture,60.0,,Xplor,
,,2023-08-11T17:00:00.000,Queens,Park,Tudor Park,Mobile Unit: Pop Up,,Mobile Unit,20.0,,Xplor,Play
,CM Crystal Hudson,2024-05-10T20:00:00.000,Brooklyn,Playground,Stroud Playground,Movies Under the Stars: Paw Patrol: The Mighty Movie,,Mobile Unit,0.0,,Xplor,M.U.T.S
,,2023-06-29T10:00:00.000,Queens,Park,William F Moore Park,Fitness Mobile: Low Impact Fitness,,Mobile Unit,0.0,,Xplor,Fitness
,CM Stevens,2023-05-10T09:45:00.000,Bronx,Park,Claremont Park,MUTS: Coco,,Mobile Unit,64.0,,Xplor,M.U.T.S
,Marcus Riley & Caleb John,2023-05-23T13:00:00.000,Bronx,Recreation Center,Williamsbridge Oval Recreation Center,PS 280  Ms.Bartoszek,,Academics/Out of School Time,26.0,,Xplor,Play
,,2024-07-25T13:47:00.000,Bronx,Recreation Center,Kwame Ture Recreation Center,Ultimate Scavenger Hunt,,Academics/Out of School Time,33.0,,Xplor,Various Sports
,Cm Dinowitz,2023-06-27T20:30:00.000,Bronx,Park,Vinmont Veteran Park,MUTS: Luca,,Mobile Unit,10.0,,Xplor,M.U.T.S
,,2024-11-27T12:30:00.000,Bronx,Recreation Center,Hunts Point Recreation Center,Jump For Success K-3 program Friendsgiving,,Family Festival,25.0,,Xplor,Music
,,2023-11-04T16:54:00.000,Manhattan,Recreation Center,Highbridge Recreation Center,Saturday Night Lights,,Saturday Night Lights,0.0,,Xplor,
,,2024-06-12T15:00:00.000,Brooklyn,Recreation Center,St. John's Recreation Center,Aquatics Spectators,,Sport,15.0,,Xplor,Aquatics
,,2024-07-09T10:00:00.000,Bronx,Park,Poe Park Visitor Center,Painting in the Sun,,Arts/Culture,2.0,,Xplor,Awards
,,2023-07-11T15:00:00.000,Manhattan,Recreation Center,Hansborough Recreation Center,ACF: Taikoza,,Arts/Culture,67.0,,Xplor,Dance
,,2023-10-13T19:00:00.000,Bronx,Park,Bronx Park,MUTS: Hotel Transvania,,Mobile Unit,25.0,,Xplor,M.U.T.S
,,2023-11-04T10:00:00.000,Bronx,Recreation Center,Kwame Ture Recreation Center,PAL Basketball Game,,Sport,45.0,,Xplor,Basketball
,,2023-05-12T15:30:00.000,Manhattan,Recreation Center,Chelsea Recreation Center,Mother's Day Paint Night,,Arts/Culture,35.0,,Xplor,Arts & Culture
,,2023-06-20T10:00:00.000,Queens,Park,William F Moore Park,Fitness Mobile: Low Impact Fitness,,Mobile Unit,28.0,,Xplor,Fitness
,,2022-10-07T19:30:00.000,Manhattan,Recreation Center,Highbridge Recreation Center,Movies Under the Stars: Nacho Libre,,Mobile Unit,19.0,,Xplor,M.U.T.S
,,2024-06-26T21:00:00.000,Queens,Park,Broad Channel Park,MUTS: BROAD CHANNEL PARK,,Mobile Unit,30.0,,Xplor,M.U.T.S
,,2022-08-24T20:00:00.000,Queens,Playground,Russell Sage Playground,Movies Under The Stars: Driving Miss Daisy,,Mobile Unit,60.0,,Xplor,M.U.T.S
,,2024-07-20T16:00:00.000,Bronx,Recreation Center,Kwame Ture Recreation Center,Saturday Night Lights,,Saturday Night Lights,67.0,,Xplor,
,,2023-10-27T21:30:00.000,Queens,Park,Kissena Corridor Park,MUTS: KISSENA CORRIDOR PARK,,Mobile Unit,80.0,,Xplor,M.U.T.S
,Vernikov,2024-09-15T17:40:00.000,Brooklyn,Playground,Mellett Playground,"MUTS: "" IF"" 2024",,Mobile Unit,0.0,,Xplor,M.U.T.S
,,2023-09-16T17:00:00.000,Queens,Playground,Grover Cleveland Playground,Mobile Unit: Pop Up,,Mobile Unit,350.0,,Xplor,Play
,,2024-03-02T19:11:00.000,Queens,Recreation Center,Roy Wilkins Recreation Center,Saturday Night Lights - (Roy Wilkins),,Saturday Night Lights,4.0,,Xplor,
,,2024-07-02T08:00:00.000,Brooklyn,Recreation Center,St. John's Recreation Center,Total Body Fitness - Shape Up,,Fitness,23.0,,Xplor,Various Sports
,DYCD,2024-02-24T16:00:00.000,Brooklyn,Recreation Center,St. John's Recreation Center,Saturday Night Lights,,Saturday Night Lights,147.0,,Xplor,
